Series,Type,Year,Group,Value,Stdev,Scale
bts_bootstrap,absolute,1999,Gr.Turbot_Adu,305021.752,63104.16194,2.14E-06
bts_bootstrap,absolute,2000,Gr.Turbot_Adu,344404.5761,69056.69045,2.14E-06
bts_bootstrap,absolute,2001,Gr.Turbot_Adu,380534.5946,71512.8562,2.14E-06
bts_bootstrap,absolute,2002,Gr.Turbot_Adu,323644.4636,69979.43514,2.14E-06
bts_bootstrap,absolute,2003,Gr.Turbot_Adu,354814.9431,70942.0271,2.14E-06
bts_bootstrap,absolute,2004,Gr.Turbot_Adu,317775.4695,61564.0966,2.14E-06
bts_bootstrap,absolute,2005,Gr.Turbot_Adu,242785.0224,44944.18579,2.14E-06
bts_bootstrap,absolute,2006,Gr.Turbot_Adu,262159.2057,49258.85076,2.14E-06
bts_bootstrap,absolute,2007,Gr.Turbot_Adu,195018.3779,37751.16864,2.14E-06
bts_bootstrap,absolute,2008,Gr.Turbot_Adu,173575.2001,41173.18544,2.14E-06
bts_bootstrap,absolute,2009,Gr.Turbot_Adu,149226.2745,31035.84248,2.14E-06
bts_bootstrap,absolute,2010,Gr.Turbot_Adu,263982.1997,59078.69815,2.14E-06
bts_bootstrap,absolute,2011,Gr.Turbot_Adu,291063.446,39408.66411,2.14E-06
bts_bootstrap,absolute,2012,Gr.Turbot_Adu,282274.8455,41130.4318,2.14E-06
bts_bootstrap,absolute,2013,Gr.Turbot_Adu,297935.0379,53576.12734,2.14E-06
bts_bootstrap,absolute,2014,Gr.Turbot_Adu,332963.3916,47367.25991,2.14E-06
bts_bootstrap,absolute,2015,Gr.Turbot_Adu,287537.8389,41586.01705,2.14E-06
bts_bootstrap,absolute,2016,Gr.Turbot_Adu,230104.2297,32534.3575,2.14E-06
bts_bootstrap,absolute,2017,Gr.Turbot_Adu,209172.2055,29943.10753,2.14E-06
bts_bootstrap,absolute,2018,Gr.Turbot_Adu,152279.3129,21889.93229,2.14E-06
bts_bootstrap,absolute,2019,Gr.Turbot_Adu,144138.345,22686.0401,2.14E-06
bts_bootstrap,absolute,1982,Herring,22237.79496,5650.52629,2.14E-06
bts_bootstrap,absolute,1983,Herring,686030.1432,177174.2395,2.14E-06
bts_bootstrap,absolute,1984,Herring,153467.1398,57291.01314,2.14E-06
bts_bootstrap,absolute,1985,Herring,307985.8625,102942.767,2.14E-06
bts_bootstrap,absolute,1986,Herring,73954.42478,16053.96516,2.14E-06
bts_bootstrap,absolute,1987,Herring,73085.94873,28749.70534,2.14E-06
bts_bootstrap,absolute,1988,Herring,1367558.761,1185625.46,2.14E-06
bts_bootstrap,absolute,1989,Herring,67591.52924,31319.25012,2.14E-06
bts_bootstrap,absolute,1990,Herring,32611.54344,7565.57501,2.14E-06
bts_bootstrap,absolute,1991,Herring,305695.7333,150177.8137,2.14E-06
bts_bootstrap,absolute,1992,Herring,84264.73889,35978.75812,2.14E-06
bts_bootstrap,absolute,1993,Herring,1322934.617,748830.5325,2.14E-06
bts_bootstrap,absolute,1994,Herring,321089.3946,142246.6071,2.14E-06
bts_bootstrap,absolute,1995,Herring,502534.4486,256821.9998,2.14E-06
bts_bootstrap,absolute,1996,Herring,222733.1246,61817.62583,2.14E-06
bts_bootstrap,absolute,1997,Herring,331270.7853,136397.9733,2.14E-06
bts_bootstrap,absolute,1998,Herring,137325.4817,47393.97965,2.14E-06
bts_bootstrap,absolute,1999,Herring,211686.7745,67702.5654,2.14E-06
bts_bootstrap,absolute,2000,Herring,293852.2466,163178.9949,2.14E-06
bts_bootstrap,absolute,2001,Herring,449143.7637,321025.8836,2.14E-06
bts_bootstrap,absolute,2002,Herring,112389.5964,33160.6205,2.14E-06
bts_bootstrap,absolute,2003,Herring,455634.4014,179367.3744,2.14E-06
bts_bootstrap,absolute,2004,Herring,807954.3472,165048.0895,2.14E-06
bts_bootstrap,absolute,2005,Herring,1065264.678,219061.2089,2.14E-06
bts_bootstrap,absolute,2006,Herring,210934.5764,45300.8909,2.14E-06
bts_bootstrap,absolute,2007,Herring,255427.2105,74882.86835,2.14E-06
bts_bootstrap,absolute,2008,Herring,747165.1001,467832.034,2.14E-06
bts_bootstrap,absolute,2009,Herring,22402.60062,5241.973853,2.14E-06
bts_bootstrap,absolute,2010,Herring,312103.5805,232698.3257,2.14E-06
bts_bootstrap,absolute,2011,Herring,147177.1707,64195.95045,2.14E-06
bts_bootstrap,absolute,2012,Herring,718654.5746,184742.9628,2.14E-06
bts_bootstrap,absolute,2013,Herring,685920.4486,176876.8592,2.14E-06
bts_bootstrap,absolute,2014,Herring,35387.74303,16196.12688,2.14E-06
bts_bootstrap,absolute,2015,Herring,191706.106,44459.98511,2.14E-06
bts_bootstrap,absolute,2016,Herring,94905.25806,27686.17445,2.14E-06
bts_bootstrap,absolute,2017,Herring,498302.9724,149048.3617,2.14E-06
bts_bootstrap,absolute,2018,Herring,920526.4925,218889.1284,2.14E-06
bts_bootstrap,absolute,2019,Herring,703525.6732,232617.1987,2.14E-06
bts_bootstrap,absolute,1982,Infauna,51529385.86,18554398.89,2.14E-06
bts_bootstrap,absolute,1983,Infauna,20090144.96,3599991.652,2.14E-06
bts_bootstrap,absolute,1984,Infauna,53753776.19,7650453.224,2.14E-06
bts_bootstrap,absolute,1985,Infauna,57032060.24,15568193.47,2.14E-06
bts_bootstrap,absolute,1986,Infauna,21563613.33,2670448.802,2.14E-06
bts_bootstrap,absolute,1987,Infauna,102753062,21886426.01,2.14E-06
bts_bootstrap,absolute,1988,Infauna,90629611.12,20120211.96,2.14E-06
bts_bootstrap,absolute,1989,Infauna,131858567.7,49710677.02,2.14E-06
bts_bootstrap,absolute,1990,Infauna,171830834.7,57328344.94,2.14E-06
bts_bootstrap,absolute,1991,Infauna,43279516.63,8043533.32,2.14E-06
bts_bootstrap,absolute,1992,Infauna,86616292.66,23204215.63,2.14E-06
bts_bootstrap,absolute,1993,Infauna,68414841.29,18005738.51,2.14E-06
bts_bootstrap,absolute,1994,Infauna,97009831.6,30710037.48,2.14E-06
bts_bootstrap,absolute,1995,Infauna,109414307.6,18380391.41,2.14E-06
bts_bootstrap,absolute,1996,Infauna,170572819.8,107472278.7,2.14E-06
bts_bootstrap,absolute,1997,Infauna,275673126.8,131244566.3,2.14E-06
bts_bootstrap,absolute,1998,Infauna,74409188.28,9671393.791,2.14E-06
bts_bootstrap,absolute,1999,Infauna,103056031.5,33983596.94,2.14E-06
bts_bootstrap,absolute,2000,Infauna,70363507.68,20221689.44,2.14E-06
bts_bootstrap,absolute,2001,Infauna,169595579.2,45956148.94,2.14E-06
bts_bootstrap,absolute,2002,Infauna,81890443.82,19019329.38,2.14E-06
bts_bootstrap,absolute,2003,Infauna,80034425.04,20123461.95,2.14E-06
bts_bootstrap,absolute,2004,Infauna,175316765.8,73658360.12,2.14E-06
bts_bootstrap,absolute,2005,Infauna,82271145.14,23571581.02,2.14E-06
bts_bootstrap,absolute,2006,Infauna,130317157.8,25550396.55,2.14E-06
bts_bootstrap,absolute,2007,Infauna,207368016.3,105159472.4,2.14E-06
bts_bootstrap,absolute,2008,Infauna,101842605.4,19234451.15,2.14E-06
bts_bootstrap,absolute,2009,Infauna,94644580.08,18993328.41,2.14E-06
bts_bootstrap,absolute,2010,Infauna,77539751.38,12359843.72,2.14E-06
bts_bootstrap,absolute,2011,Infauna,114231853.8,45223252.05,2.14E-06
bts_bootstrap,absolute,2012,Infauna,98011712.71,13175042.86,2.14E-06
bts_bootstrap,absolute,2013,Infauna,121242031.6,26724852.86,2.14E-06
bts_bootstrap,absolute,2014,Infauna,86453051.38,13659319.85,2.14E-06
bts_bootstrap,absolute,2015,Infauna,103122536.4,16123202.68,2.14E-06
bts_bootstrap,absolute,2016,Infauna,113085646,20762417.02,2.14E-06
bts_bootstrap,absolute,2017,Infauna,161645915.8,22458114.39,2.14E-06
bts_bootstrap,absolute,2018,Infauna,141933572,19032410,2.14E-06
bts_bootstrap,absolute,2019,Infauna,98060914.12,17815887.72,2.14E-06
bts_bootstrap,absolute,1982,Jellyfish,25778.96353,6795.953284,2.14E-06
bts_bootstrap,absolute,1983,Jellyfish,47730.04174,8915.999141,2.14E-06
bts_bootstrap,absolute,1984,Jellyfish,69517.33212,9509.534165,2.14E-06
bts_bootstrap,absolute,1985,Jellyfish,59995.77272,7391.280658,2.14E-06
bts_bootstrap,absolute,1986,Jellyfish,63704.42381,10159.08882,2.14E-06
bts_bootstrap,absolute,1987,Jellyfish,83388.62062,42372.04547,2.14E-06
bts_bootstrap,absolute,1988,Jellyfish,53389.16813,10106.61007,2.14E-06
bts_bootstrap,absolute,1989,Jellyfish,52161.81784,18725.52434,2.14E-06
bts_bootstrap,absolute,1990,Jellyfish,87080.34496,14776.42749,2.14E-06
bts_bootstrap,absolute,1991,Jellyfish,153247.1124,19523.3756,2.14E-06
bts_bootstrap,absolute,1992,Jellyfish,235636.4545,21763.279,2.14E-06
bts_bootstrap,absolute,1993,Jellyfish,277824.3358,37632.89095,2.14E-06
bts_bootstrap,absolute,1994,Jellyfish,371472.8734,82113.07239,2.14E-06
bts_bootstrap,absolute,1995,Jellyfish,265113.2666,40937.98336,2.14E-06
bts_bootstrap,absolute,1996,Jellyfish,333655.7858,33955.8018,2.14E-06
bts_bootstrap,absolute,1997,Jellyfish,453397.2842,48270.51942,2.14E-06
bts_bootstrap,absolute,1998,Jellyfish,316803.7053,41467.76272,2.14E-06
bts_bootstrap,absolute,1999,Jellyfish,411423.8616,31188.90073,2.14E-06
bts_bootstrap,absolute,2000,Jellyfish,764633.1039,261818.5804,2.14E-06
bts_bootstrap,absolute,2001,Jellyfish,193968.8285,13191.38799,2.14E-06
bts_bootstrap,absolute,2002,Jellyfish,139582.9043,13076.40764,2.14E-06
bts_bootstrap,absolute,2003,Jellyfish,121374.9399,15969.57487,2.14E-06
bts_bootstrap,absolute,2004,Jellyfish,147435.6992,20644.60545,2.14E-06
bts_bootstrap,absolute,2005,Jellyfish,153145.3962,17767.52416,2.14E-06
bts_bootstrap,absolute,2006,Jellyfish,83675.17818,9430.419125,2.14E-06
bts_bootstrap,absolute,2007,Jellyfish,112721.4116,17779.87516,2.14E-06
bts_bootstrap,absolute,2008,Jellyfish,105038.5081,12098.80637,2.14E-06
bts_bootstrap,absolute,2009,Jellyfish,362290.3457,91506.10875,2.14E-06
bts_bootstrap,absolute,2010,Jellyfish,378003.8919,33327.3414,2.14E-06
bts_bootstrap,absolute,2011,Jellyfish,679975.8095,141108.3941,2.14E-06
bts_bootstrap,absolute,2012,Jellyfish,543157.7762,86811.28933,2.14E-06
bts_bootstrap,absolute,2013,Jellyfish,426492.6584,34603.78258,2.14E-06
bts_bootstrap,absolute,2014,Jellyfish,395013.9665,39953.66211,2.14E-06
bts_bootstrap,absolute,2015,Jellyfish,331292.4093,38733.09843,2.14E-06
bts_bootstrap,absolute,2016,Jellyfish,66101.37737,11036.25222,2.14E-06
bts_bootstrap,absolute,2017,Jellyfish,77671.44307,12294.34159,2.14E-06
bts_bootstrap,absolute,2018,Jellyfish,246105.2407,118805.8899,2.14E-06
bts_bootstrap,absolute,2019,Jellyfish,544025.3146,121969.519,2.14E-06
bts_bootstrap,absolute,1982,Kamchatka,0,0,2.14E-06
bts_bootstrap,absolute,1983,Kamchatka,13964.24675,2352.559436,2.14E-06
bts_bootstrap,absolute,1984,Kamchatka,16699.55386,2711.429954,2.14E-06
bts_bootstrap,absolute,1985,Kamchatka,24.96613014,23.31656067,2.14E-06
bts_bootstrap,absolute,1986,Kamchatka,0,0,2.14E-06
bts_bootstrap,absolute,1987,Kamchatka,32.55122706,31.99384132,2.14E-06
bts_bootstrap,absolute,1988,Kamchatka,11085.00894,2484.775369,2.14E-06
bts_bootstrap,absolute,1989,Kamchatka,12691.06143,2234.593339,2.14E-06
bts_bootstrap,absolute,1990,Kamchatka,26537.47753,3666.214111,2.14E-06
bts_bootstrap,absolute,1991,Kamchatka,30037.99349,3228.705777,2.14E-06
bts_bootstrap,absolute,1992,Kamchatka,35540.43603,3639.381726,2.14E-06
bts_bootstrap,absolute,1993,Kamchatka,31017.80714,2607.842524,2.14E-06
bts_bootstrap,absolute,1994,Kamchatka,42250.62781,5079.196628,2.14E-06
bts_bootstrap,absolute,1995,Kamchatka,22956.93985,2379.971126,2.14E-06
bts_bootstrap,absolute,1996,Kamchatka,19570.19952,1886.437187,2.14E-06
bts_bootstrap,absolute,1997,Kamchatka,14773.62798,1457.340299,2.14E-06
bts_bootstrap,absolute,1998,Kamchatka,18985.6189,1603.203043,2.14E-06
bts_bootstrap,absolute,1999,Kamchatka,15325.27677,2086.402185,2.14E-06
bts_bootstrap,absolute,2000,Kamchatka,17421.14622,1890.476206,2.14E-06
bts_bootstrap,absolute,2001,Kamchatka,25141.96443,2239.769845,2.14E-06
bts_bootstrap,absolute,2002,Kamchatka,18972.82613,2294.266063,2.14E-06
bts_bootstrap,absolute,2003,Kamchatka,21565.99999,2350.919965,2.14E-06
bts_bootstrap,absolute,2004,Kamchatka,23985.16419,2188.335012,2.14E-06
bts_bootstrap,absolute,2005,Kamchatka,36603.34012,2634.89751,2.14E-06
bts_bootstrap,absolute,2006,Kamchatka,48847.54891,3998.913308,2.14E-06
bts_bootstrap,absolute,2007,Kamchatka,52021.61878,4066.011851,2.14E-06
bts_bootstrap,absolute,2008,Kamchatka,43654.39674,3820.615697,2.14E-06
bts_bootstrap,absolute,2009,Kamchatka,38244.48506,3906.306173,2.14E-06
bts_bootstrap,absolute,2010,Kamchatka,41980.8925,3346.618796,2.14E-06
bts_bootstrap,absolute,2011,Kamchatka,33410.57354,3154.859802,2.14E-06
bts_bootstrap,absolute,2012,Kamchatka,33094.54855,2556.583584,2.14E-06
bts_bootstrap,absolute,2013,Kamchatka,34792.89905,2525.236675,2.14E-06
bts_bootstrap,absolute,2014,Kamchatka,43865.73077,3759.00192,2.14E-06
bts_bootstrap,absolute,2015,Kamchatka,47492.70203,2768.950384,2.14E-06
bts_bootstrap,absolute,2016,Kamchatka,43044.55356,2433.531643,2.14E-06
bts_bootstrap,absolute,2017,Kamchatka,35107.53181,2342.095618,2.14E-06
bts_bootstrap,absolute,2018,Kamchatka,32249.69425,1756.026048,2.14E-06
bts_bootstrap,absolute,2019,Kamchatka,32924.03853,2976.48104,2.14E-06
bts_bootstrap,absolute,1982,King.Crab,168517.7552,33183.37403,2.14E-06
bts_bootstrap,absolute,1983,King.Crab,82578.86822,16147.59619,2.14E-06
bts_bootstrap,absolute,1984,King.Crab,160569.3854,89251.4453,2.14E-06
bts_bootstrap,absolute,1985,King.Crab,38794.5894,5357.825516,2.14E-06
bts_bootstrap,absolute,1986,King.Crab,54534.52662,19721.39417,2.14E-06
bts_bootstrap,absolute,1987,King.Crab,75825.97568,13672.67488,2.14E-06
bts_bootstrap,absolute,1988,King.Crab,61610.89508,11870.85234,2.14E-06
bts_bootstrap,absolute,1989,King.Crab,73792.05437,13352.46099,2.14E-06
bts_bootstrap,absolute,1990,King.Crab,85617.59996,16643.59532,2.14E-06
bts_bootstrap,absolute,1991,King.Crab,108839.8642,36710.70921,2.14E-06
bts_bootstrap,absolute,1992,King.Crab,58993.50726,8277.706194,2.14E-06
bts_bootstrap,absolute,1993,King.Crab,87783.38112,15389.48088,2.14E-06
bts_bootstrap,absolute,1994,King.Crab,61522.20365,11169.24575,2.14E-06
bts_bootstrap,absolute,1995,King.Crab,78552.17432,16063.42901,2.14E-06
bts_bootstrap,absolute,1996,King.Crab,71379.38569,10204.15705,2.14E-06
bts_bootstrap,absolute,1997,King.Crab,96899.41339,15857.34329,2.14E-06
bts_bootstrap,absolute,1998,King.Crab,102479.4458,15038.37752,2.14E-06
bts_bootstrap,absolute,1999,King.Crab,85323.68663,17310.18989,2.14E-06
bts_bootstrap,absolute,2000,King.Crab,65779.58652,9983.391086,2.14E-06
bts_bootstrap,absolute,2001,King.Crab,73741.86615,16280.31926,2.14E-06
bts_bootstrap,absolute,2002,King.Crab,77841.65467,13790.81398,2.14E-06
bts_bootstrap,absolute,2003,King.Crab,132981.6591,32235.09482,2.14E-06
bts_bootstrap,absolute,2004,King.Crab,132123.0564,39982.22003,2.14E-06
bts_bootstrap,absolute,2005,King.Crab,113194.498,17919.2375,2.14E-06
bts_bootstrap,absolute,2006,King.Crab,93361.92702,13364.70396,2.14E-06
bts_bootstrap,absolute,2007,King.Crab,101994.0847,15129.66105,2.14E-06
bts_bootstrap,absolute,2008,King.Crab,113615.2651,23133.04638,2.14E-06
bts_bootstrap,absolute,2009,King.Crab,88650.28389,26956.21088,2.14E-06
bts_bootstrap,absolute,2010,King.Crab,80541.55845,15638.88217,2.14E-06
bts_bootstrap,absolute,2011,King.Crab,70179.53583,11938.60992,2.14E-06
bts_bootstrap,absolute,2012,King.Crab,73622.63814,16615.85133,2.14E-06
bts_bootstrap,absolute,2013,King.Crab,74013.52629,15048.75464,2.14E-06
bts_bootstrap,absolute,2014,King.Crab,140019.1273,23996.14965,2.14E-06
bts_bootstrap,absolute,2015,King.Crab,87869.66514,19000.16098,2.14E-06
bts_bootstrap,absolute,2016,King.Crab,71575.87935,11482.09939,2.14E-06
bts_bootstrap,absolute,2017,King.Crab,52319.20858,7702.38752,2.14E-06
bts_bootstrap,absolute,2018,King.Crab,35815.64954,5095.721261,2.14E-06
bts_bootstrap,absolute,2019,King.Crab,37599.22771,4825.393572,2.14E-06
bts_bootstrap,absolute,1982,Lg.Sculpins,301609.7035,43944.26431,2.14E-06
bts_bootstrap,absolute,1983,Lg.Sculpins,260558.6371,32128.33989,2.14E-06
bts_bootstrap,absolute,1984,Lg.Sculpins,223933.9212,28263.54874,2.14E-06
bts_bootstrap,absolute,1985,Lg.Sculpins,167257.8414,21280.96,2.14E-06
bts_bootstrap,absolute,1986,Lg.Sculpins,278388.5744,104840.823,2.14E-06
bts_bootstrap,absolute,1987,Lg.Sculpins,178187.4571,20235.40633,2.14E-06
bts_bootstrap,absolute,1988,Lg.Sculpins,208911.6953,33018.58719,2.14E-06
bts_bootstrap,absolute,1989,Lg.Sculpins,192664.3244,22085.03726,2.14E-06
bts_bootstrap,absolute,1990,Lg.Sculpins,193787.9137,19620.51867,2.14E-06
bts_bootstrap,absolute,1991,Lg.Sculpins,246150.5464,39755.98741,2.14E-06
bts_bootstrap,absolute,1992,Lg.Sculpins,207087.6933,18833.45572,2.14E-06
bts_bootstrap,absolute,1993,Lg.Sculpins,195627.4271,19111.32845,2.14E-06
bts_bootstrap,absolute,1994,Lg.Sculpins,235821.2434,16332.04408,2.14E-06
bts_bootstrap,absolute,1995,Lg.Sculpins,200687.4453,18926.958,2.14E-06
bts_bootstrap,absolute,1996,Lg.Sculpins,172093.1987,13821.97693,2.14E-06
bts_bootstrap,absolute,1997,Lg.Sculpins,195258.6759,19632.4209,2.14E-06
bts_bootstrap,absolute,1998,Lg.Sculpins,180184.5321,19749.16666,2.14E-06
bts_bootstrap,absolute,1999,Lg.Sculpins,130969.8302,9094.015164,2.14E-06
bts_bootstrap,absolute,2000,Lg.Sculpins,146638.6469,24675.07452,2.14E-06
bts_bootstrap,absolute,2001,Lg.Sculpins,131584.6066,14577.12443,2.14E-06
bts_bootstrap,absolute,2002,Lg.Sculpins,159154.2378,18099.85392,2.14E-06
bts_bootstrap,absolute,2003,Lg.Sculpins,176866.0811,15634.18515,2.14E-06
bts_bootstrap,absolute,2004,Lg.Sculpins,193286.5324,14566.17524,2.14E-06
bts_bootstrap,absolute,2005,Lg.Sculpins,203977.9874,19109.87355,2.14E-06
bts_bootstrap,absolute,2006,Lg.Sculpins,188950.712,16714.50394,2.14E-06
bts_bootstrap,absolute,2007,Lg.Sculpins,195340.2945,14676.6348,2.14E-06
bts_bootstrap,absolute,2008,Lg.Sculpins,187855.737,18266.16539,2.14E-06
bts_bootstrap,absolute,2009,Lg.Sculpins,134052.8551,12303.23225,2.14E-06
bts_bootstrap,absolute,2010,Lg.Sculpins,155593.9,14428.99228,2.14E-06
bts_bootstrap,absolute,2011,Lg.Sculpins,160712.5721,16819.83676,2.14E-06
bts_bootstrap,absolute,2012,Lg.Sculpins,138639.4232,14355.23913,2.14E-06
bts_bootstrap,absolute,2013,Lg.Sculpins,109841.8047,9422.962,2.14E-06
bts_bootstrap,absolute,2014,Lg.Sculpins,143863.1219,12037.49181,2.14E-06
bts_bootstrap,absolute,2015,Lg.Sculpins,153528.7345,23461.89724,2.14E-06
bts_bootstrap,absolute,2016,Lg.Sculpins,176475.292,19676.72676,2.14E-06
bts_bootstrap,absolute,2017,Lg.Sculpins,153865.6524,11680.73121,2.14E-06
bts_bootstrap,absolute,2018,Lg.Sculpins,154614.6853,12977.12754,2.14E-06
bts_bootstrap,absolute,2019,Lg.Sculpins,205956.8712,24875.27907,2.14E-06
bts_bootstrap,absolute,1982,Motile.epifauna,3479565.659,387748.5121,2.14E-06
bts_bootstrap,absolute,1983,Motile.epifauna,3059499.532,558502.6434,2.14E-06
bts_bootstrap,absolute,1984,Motile.epifauna,3777662.598,398353.9099,2.14E-06
bts_bootstrap,absolute,1985,Motile.epifauna,2129993.177,269099.318,2.14E-06
bts_bootstrap,absolute,1986,Motile.epifauna,2610696.072,430168.0051,2.14E-06
bts_bootstrap,absolute,1987,Motile.epifauna,4382330.843,449001.3175,2.14E-06
bts_bootstrap,absolute,1988,Motile.epifauna,5008629.754,415632.6885,2.14E-06
bts_bootstrap,absolute,1989,Motile.epifauna,4830312.84,524719.7734,2.14E-06
bts_bootstrap,absolute,1990,Motile.epifauna,5385101.652,430501.0304,2.14E-06
bts_bootstrap,absolute,1991,Motile.epifauna,4793809.932,311359.195,2.14E-06
bts_bootstrap,absolute,1992,Motile.epifauna,4431524.884,336554.9408,2.14E-06
bts_bootstrap,absolute,1993,Motile.epifauna,4415598.591,354248.2186,2.14E-06
bts_bootstrap,absolute,1994,Motile.epifauna,4319972.874,256966.4279,2.14E-06
bts_bootstrap,absolute,1995,Motile.epifauna,5007576.042,508803.9099,2.14E-06
bts_bootstrap,absolute,1996,Motile.epifauna,4218556.061,452771.6716,2.14E-06
bts_bootstrap,absolute,1997,Motile.epifauna,5411580.583,468302.9061,2.14E-06
bts_bootstrap,absolute,1998,Motile.epifauna,4710088.083,533811.0202,2.14E-06
bts_bootstrap,absolute,1999,Motile.epifauna,4478889.516,598154.6695,2.14E-06
bts_bootstrap,absolute,2000,Motile.epifauna,4431025.555,373635.7902,2.14E-06
bts_bootstrap,absolute,2001,Motile.epifauna,4964271.566,423555.7965,2.14E-06
bts_bootstrap,absolute,2002,Motile.epifauna,5122199.615,397175.538,2.14E-06
bts_bootstrap,absolute,2003,Motile.epifauna,5363162.322,427043.4477,2.14E-06
bts_bootstrap,absolute,2004,Motile.epifauna,5461983.86,448795.9227,2.14E-06
bts_bootstrap,absolute,2005,Motile.epifauna,6521663.09,708547.272,2.14E-06
bts_bootstrap,absolute,2006,Motile.epifauna,6465573.836,789348.0659,2.14E-06
bts_bootstrap,absolute,2007,Motile.epifauna,6180004.323,911163.0634,2.14E-06
bts_bootstrap,absolute,2008,Motile.epifauna,5480507.611,608365.3824,2.14E-06
bts_bootstrap,absolute,2009,Motile.epifauna,5364851.472,559141.0458,2.14E-06
bts_bootstrap,absolute,2010,Motile.epifauna,6670393.579,855484.8965,2.14E-06
bts_bootstrap,absolute,2011,Motile.epifauna,6791835.41,724527.5175,2.14E-06
bts_bootstrap,absolute,2012,Motile.epifauna,7545391.941,1041269.56,2.14E-06
bts_bootstrap,absolute,2013,Motile.epifauna,7302791.651,803420.6739,2.14E-06
bts_bootstrap,absolute,2014,Motile.epifauna,6310165.016,582371.405,2.14E-06
bts_bootstrap,absolute,2015,Motile.epifauna,7124592.59,725179.1237,2.14E-06
bts_bootstrap,absolute,2016,Motile.epifauna,7829204.67,757408.4925,2.14E-06
bts_bootstrap,absolute,2017,Motile.epifauna,8093188.489,784431.8813,2.14E-06
bts_bootstrap,absolute,2018,Motile.epifauna,7701368.532,855725.2684,2.14E-06
bts_bootstrap,absolute,2019,Motile.epifauna,7339863.043,670681.2605,2.14E-06
bts_bootstrap,absolute,1982,Mycto.bathy,0,0,2.14E-06
bts_bootstrap,absolute,1983,Mycto.bathy,0,0,2.14E-06
bts_bootstrap,absolute,1984,Mycto.bathy,0,0,2.14E-06
bts_bootstrap,absolute,1985,Mycto.bathy,0,0,2.14E-06
bts_bootstrap,absolute,1986,Mycto.bathy,0,0,2.14E-06
bts_bootstrap,absolute,1987,Mycto.bathy,0,0,2.14E-06
bts_bootstrap,absolute,1988,Mycto.bathy,0,0,2.14E-06
bts_bootstrap,absolute,1989,Mycto.bathy,0,0,2.14E-06
bts_bootstrap,absolute,1990,Mycto.bathy,0,0,2.14E-06
bts_bootstrap,absolute,1991,Mycto.bathy,0,0,2.14E-06
bts_bootstrap,absolute,1992,Mycto.bathy,0,0,2.14E-06
bts_bootstrap,absolute,1993,Mycto.bathy,0,0,2.14E-06
bts_bootstrap,absolute,1994,Mycto.bathy,0,0,2.14E-06
bts_bootstrap,absolute,1995,Mycto.bathy,0,0,2.14E-06
bts_bootstrap,absolute,1996,Mycto.bathy,0,0,2.14E-06
bts_bootstrap,absolute,1997,Mycto.bathy,55.86848951,54.84326848,2.14E-06
bts_bootstrap,absolute,1998,Mycto.bathy,0,0,2.14E-06
bts_bootstrap,absolute,1999,Mycto.bathy,0,0,2.14E-06
bts_bootstrap,absolute,2000,Mycto.bathy,0,0,2.14E-06
bts_bootstrap,absolute,2001,Mycto.bathy,0,0,2.14E-06
bts_bootstrap,absolute,2002,Mycto.bathy,0,0,2.14E-06
bts_bootstrap,absolute,2003,Mycto.bathy,0,0,2.14E-06
bts_bootstrap,absolute,2004,Mycto.bathy,0,0,2.14E-06
bts_bootstrap,absolute,2005,Mycto.bathy,0,0,2.14E-06
bts_bootstrap,absolute,2006,Mycto.bathy,0,0,2.14E-06
bts_bootstrap,absolute,2007,Mycto.bathy,0,0,2.14E-06
bts_bootstrap,absolute,2008,Mycto.bathy,0,0,2.14E-06
bts_bootstrap,absolute,2009,Mycto.bathy,0,0,2.14E-06
bts_bootstrap,absolute,2010,Mycto.bathy,0.421063686,0.41175585,2.14E-06
bts_bootstrap,absolute,2011,Mycto.bathy,0,0,2.14E-06
bts_bootstrap,absolute,2012,Mycto.bathy,0,0,2.14E-06
bts_bootstrap,absolute,2013,Mycto.bathy,0,0,2.14E-06
bts_bootstrap,absolute,2014,Mycto.bathy,0,0,2.14E-06
bts_bootstrap,absolute,2015,Mycto.bathy,0,0,2.14E-06
bts_bootstrap,absolute,2016,Mycto.bathy,0,0,2.14E-06
bts_bootstrap,absolute,2017,Mycto.bathy,0,0,2.14E-06
bts_bootstrap,absolute,2018,Mycto.bathy,0,0,2.14E-06
bts_bootstrap,absolute,2019,Mycto.bathy,0,0,2.14E-06
bts_bootstrap,absolute,1982,N.Rock.sole,549968.7996,70009.53145,2.14E-06
bts_bootstrap,absolute,1983,N.Rock.sole,676996.0554,76525.3407,2.14E-06
bts_bootstrap,absolute,1984,N.Rock.sole,759746.0079,76411.47386,2.14E-06
bts_bootstrap,absolute,1985,N.Rock.sole,658600.3399,55286.24927,2.14E-06
bts_bootstrap,absolute,1986,N.Rock.sole,970186.7049,78476.73003,2.14E-06
bts_bootstrap,absolute,1987,N.Rock.sole,1206514.296,85596.55002,2.14E-06
bts_bootstrap,absolute,1988,N.Rock.sole,1410815.43,95842.92096,2.14E-06
bts_bootstrap,absolute,1989,N.Rock.sole,1257717.195,85236.16633,2.14E-06
bts_bootstrap,absolute,1990,N.Rock.sole,1312825.697,83682.82431,2.14E-06
bts_bootstrap,absolute,1991,N.Rock.sole,1506360.97,90306.47852,2.14E-06
bts_bootstrap,absolute,1992,N.Rock.sole,1471484.649,106044.2402,2.14E-06
